0,693,2
0,666,0
0,020,1
0,694,2
1,699,4
0,105,5
1,050,5
1,454,4
0,105,0
0,395,1
0,162,0
0,143,3
0,155,2
0,192,4
0,401,2
0,145,5
0,244,4
0,675,4
0,466,1
0,219,0
0,651,5
0,216,3
0,668,0
0,450,2
0,651,4
0,004,1
0,669,1
0,669,4
0,020,2
0,092,0
0,467,3
1,052,5
0,232,0
0,674,2
0,653,4
0,668,4
0,209,3
0,469,4
0,238,5
0,105,0
0,660,0
0,681,3
0,676,0
0,699,2
0,219,5
0,020,0
0,050,4
0,659,3
1,106,5
1,149,3
0,239,4
0,163,0
0,123,5
0,088,2
0,178,1
0,020,5
0,682,5
0,048,2
0,404,4
0,217,5
0,133,4
0,655,4
0,686,0
0,105,4
0,479,5
0,128,5
0,010,0
0,009,3
0,464,0
0,696,1
1,213,5
1,061,1
0,655,4
0,251,0
0,046,5
0,395,3
0,669,5
0,096,4
0,699,4
0,006,2
0,478,2
0,189,4
0,699,5
0,105,5
0,454,4
0,521,0
0,073,4
0,105,5
0,469,5
0,189,3
0,660,0
0,109,0
0,096,4
0,669,0
0,224,3
0,227,1
0,251,0
0,224,0
0,684,3
1,651,1
1,454,5
1,460,3
1,119,4
1,685,5
1,651,3
1,666,1
1,101,4
0,110,1
0,039,5
0,666,4
0,181,3
0,257,5
0,687,2
0,471,4
1,651,4
1,232,1
1,651,3
1,057,2
1,697,0
1,478,2
1,651,0
1,500,3
1,454,2
1,694,3
0,218,1
0,123,5
1,052,3
1,651,5
1,479,5
1,666,0
1,002,0
1,666,5
0,696,4
0,660,1
0,201,1
0,479,5
0,479,2
0,670,5
0,685,4
0,464,2
0,002,4
0,105,3
0,103,4
0,654,2
0,450,3
0,656,5
0,669,5
0,219,2
0,007,3
0,151,3
0,123,5
0,209,5
0,419,3
0,669,0
0,194,4
0,020,3
0,138,1
0,212,4
0,043,5
0,201,4
0,513,1
0,699,3
0,159,5
0,675,0
0,172,0
0,114,3
0,687,3
0,476,5
0,006,3
0,180,1
0,018,0
0,674,0
0,257,5
0,675,0
0,689,2
0,196,1
0,666,3
0,659,4
0,151,5
0,658,5
0,249,2
0,095,2
1,209,4
1,090,2
0,023,5
0,071,4
0,699,4
0,669,4
0,669,2
0,092,3
0,660,2
0,470,5
0,208,3
0,151,4
0,651,0
0,699,0
0,671,0
0,199,1
0,036,4
0,058,3
0,470,2
0,478,3
0,675,5
0,167,4
0,689,2
0,259,1
0,397,4
0,095,1
0,667,0
0,104,4
0,254,0
0,184,2
0,699,5
1,651,3
1,187,4
1,653,2
1,203,4
0,051,0
0,191,0
0,404,0
0,105,0
0,450,3
1,651,1
0,228,0
0,101,4
0,651,5
0,656,0
0,170,1
0,684,1
0,159,2
0,522,3
0,655,2
0,678,5
0,660,3
0,139,0
0,100,2
0,667,5
0,120,4
0,049,5
0,020,4
0,123,2
1,152,2
1,152,3
1,095,3
1,666,1
1,660,5
1,203,4
0,128,3
0,669,2
0,699,0
0,666,4
0,659,5
0,667,0
0,666,0
0,669,4
0,454,5
0,668,1
0,107,3
0,079,0
0,666,1
0,095,1
0,677,0
0,095,3
0,175,5
0,200,0
0,186,1
0,547,5
0,256,4
0,694,5
0,005,0
0,226,2
0,189,4
1,061,3
0,659,0
0,004,0
0,128,0
0,096,2
0,048,4
0,219,5
0,675,4
0,103,1
0,666,4
0,669,3
0,020,0
0,033,3
0,020,4
0,052,5
0,161,1
0,246,0
0,466,3
0,401,4
0,061,5
0,043,5
0,699,4
0,095,0
0,020,4
0,020,5
0,098,5
0,669,5
0,020,1
0,454,4
0,659,0
0,057,1
0,075,5
0,466,4
0,013,1
0,670,2
0,666,0
0,396,4
0,257,5
0,061,0
0,016,0
0,669,0
0,673,4
0,149,5
1,651,5
0,020,5
0,156,0
0,698,5
0,659,4
0,032,2
0,230,3
0,666,1
0,699,5
0,521,0
0,092,2
0,020,3
0,395,3
0,095,4
0,699,3
0,660,0
0,673,3
0,110,2
0,006,5
0,118,5
0,056,4
0,119,4
0,189,4
0,672,2
0,692,3
0,199,5
0,651,0
0,656,0
0,200,4
0,675,2
0,185,0
0,201,5
0,244,0
0,404,0
0,105,1
0,187,0
0,009,4
0,113,2
0,105,0
0,264,4
0,032,4
0,698,4
0,016,0
0,101,4
0,476,4
0,006,1
0,466,1
0,659,0
1,586,4
1,659,4
0,038,4
0,666,4
0,106,5
0,680,3
0,669,4
0,669,1
0,676,4
1,202,5
1,668,3
1,201,3
1,048,2
1,659,0
1,209,2
1,699,0
1,039,3
0,085,5
0,397,0
0,682,5
0,651,5
0,181,1
0,669,1
0,676,0
0,476,2
1,651,1
1,128,4
1,466,3
1,676,2
1,213,1
1,521,3
1,464,4
1,090,1
0,042,4
1,187,4
0,012,0
0,186,4
0,556,5
0,167,4
0,669,3
0,476,4
0,697,4
0,048,2
0,666,3
0,699,2
0,249,4
0,694,4
0,120,5
0,007,4
1,651,4
1,651,5
1,409,0
1,095,2
1,699,0
1,660,4
1,123,3
1,651,3
1,159,0
1,156,5
1,101,0
0,164,5
0,674,1
1,207,5
1,684,0
1,651,3
1,675,4
1,061,5
0,156,3
0,229,5
0,034,1
0,205,5
0,051,0
0,060,1
0,659,4
0,675,0
1,651,0
0,190,4
0,681,5
0,020,3
0,110,1
0,192,1
0,197,3
0,699,4
0,539,0
0,432,5
0,667,0
0,669,5
0,404,3
0,141,5
0,396,4
0,466,5
0,460,0
0,119,5
0,675,2
0,208,2
0,007,4
1,216,0
1,666,3
1,666,3
0,116,4
0,263,0
0,466,4
0,659,0
0,656,3
0,164,1
0,259,0
0,105,4
0,666,4
0,416,4
0,048,0
0,419,2
0,055,4
0,003,4
1,651,4
0,196,3
0,099,5
1,226,1
1,669,3
1,018,3
1,219,3
0,203,0
0,003,4
0,098,0
0,020,0
0,264,4
0,664,2
0,654,0
0,006,3
0,105,5
0,123,2
0,129,1
0,471,4
0,517,1
0,658,5
0,698,3
0,123,1
0,691,5
0,220,1
0,461,5
0,203,4
0,007,0
0,466,1
0,006,1
0,653,1
0,651,0
0,667,5
0,175,0
0,204,4
0,521,2
0,156,4
0,685,1
0,209,5
0,696,3
0,675,2
0,006,4
0,105,4
0,101,4
0,153,1
0,651,3
0,667,0
0,521,5
0,223,5
0,659,2
0,659,2
0,147,0
0,101,4
0,253,0
0,699,4
0,090,4
0,105,1
0,209,3
0,123,0
0,248,4
0,007,3
0,673,4
0,669,3
0,655,0
0,048,0
0,209,0
0,655,1
0,454,3
0,048,3
0,201,4
0,003,5
0,048,5
0,200,0
0,131,2
0,134,4
0,128,4
0,020,5
0,106,2
0,500,3
0,028,4
0,156,0
0,128,4
0,004,2
0,054,3
0,651,4
0,666,1
1,651,3
0,696,1
0,201,4
0,659,0
0,667,0
0,667,5
0,513,1
0,586,3
0,108,4
0,667,2
0,181,3
0,651,0
